文件	行号	形态	原片段	修复后
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/01_analysis.md	363	supsub	⁽⁰⁾	$^{(0)}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/01_analysis.md	406	supsub	²	$^{2}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/01_analysis.md	417	supsub	⁽⁰⁾	$^{(0)}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/01_analysis.md	418	supsub	⁽¹⁾	$^{(1)}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/01_analysis.md	430	supsub	³	$^{3}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/01_analysis.md	431	supsub	³	$^{3}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/01_analysis.md	436	supsub	³	$^{3}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/01_analysis.md	437	supsub	³	$^{3}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/01_analysis.md	448	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/01_analysis.md	448	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/01_analysis.md	448	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/01_analysis.md	492	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/01_analysis.md	492	supsub	⁻²·⁷	$^{-2.7}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/01_analysis.md	520	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/01_analysis.md	521	supsub	²	$^{2}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	13	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	18	supsub	⁴	$^{4}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	21	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	70	supsub	⁻²·⁷	$^{-2.7}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	70	supsub	⁻⁰·⁶	$^{-0.6}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	70	supsub	⁻²·¹	$^{-2.1}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	70	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	77	supsub	³	$^{3}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	79	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	79	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	79	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	90	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	90	supsub	⁻²·⁷	$^{-2.7}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	143	supsub	⁽⁰⁾	$^{(0)}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	144	supsub	⁽⁰⁾	$^{(0)}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/98_vocabulary.md	145	supsub	⁽⁰⁾	$^{(0)}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/99_final_summary.md	24	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/99_final_summary.md	24	supsub	⁻²·⁷	$^{-2.7}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/99_final_summary.md	56	supsub	⁻²·⁷	$^{-2.7}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/99_final_summary.md	56	supsub	⁻⁰·⁶	$^{-0.6}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/99_final_summary.md	56	supsub	⁻²·¹	$^{-2.1}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/99_final_summary.md	56	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/99_final_summary.md	63	supsub	³	$^{3}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/99_final_summary.md	65	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/99_final_summary.md	65	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/99_final_summary.md	65	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0003_gaisser-1990/literature_analysis/99_final_summary.md	103	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/00_overview.md	123	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/01_introduction.md	12	supsub	³	$^{3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/01_introduction.md	22	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/01_introduction.md	46	supsub	³	$^{3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	18	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	20	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	21	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	23	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	23	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	24	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	24	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	24	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	24	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	24	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	24	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	24	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	24	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	25	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	25	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	25	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	25	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	33	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	33	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	33	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	33	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	49	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	50	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	55	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	56	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/02_sn_r_premises.md	80	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	14	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	20	supsub	¹	$^{1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	20	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	20	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	20	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	21	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	21	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	21	supsub	³	$^{3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	21	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	21	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	21	supsub	³	$^{3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	21	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	22	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	29	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	29	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	30	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	34	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	38	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	38	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	41	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	45	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	45	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	45	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	57	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	68	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	68	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	70	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	70	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	70	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	70	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	71	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	71	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	71	supsub	³	$^{3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	72	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	72	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	72	supsub	³	$^{3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	73	supsub	¹	$^{1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	73	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	73	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	74	supsub	³	$^{3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	74	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	74	supsub	⁴	$^{4}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	74	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	75	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	78	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	78	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	84	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	97	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	98	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	113	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/03_test_particle_dsa.md	113	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	23	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	28	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	37	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	37	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	38	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	38	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	39	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	39	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	40	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	40	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	41	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	42	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	42	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	44	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	45	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	48	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	48	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	51	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	53	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	56	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	60	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	61	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	77	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	78	supsub	³	$^{3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	85	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	85	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	86	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	87	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	89	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	93	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	94	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/04_nl_dsa.md	95	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/06_indirect_evidence.md	19	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/06_indirect_evidence.md	33	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/06_indirect_evidence.md	34	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/06_indirect_evidence.md	73	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/06_indirect_evidence.md	73	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/06_indirect_evidence.md	89	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/06_indirect_evidence.md	89	supsub	³	$^{3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/06_indirect_evidence.md	89	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/06_indirect_evidence.md	90	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/06_indirect_evidence.md	97	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/06_indirect_evidence.md	97	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/06_indirect_evidence.md	107	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/06_indirect_evidence.md	123	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/06_indirect_evidence.md	123	supsub	⁻²·⁷	$^{-2.7}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/06_indirect_evidence.md	123	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/07_h_alpha.md	44	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/08_conclusions.md	36	supsub	⁵	$^{5}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/08_conclusions.md	36	supsub-decimal	0^{18}$·$^{5}$	0^{18.5}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/08_conclusions.md	51	supsub	⁵	$^{5}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/08_conclusions.md	51	supsub-decimal	0^{18}$·$^{5}$	0^{18.5}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/08_conclusions.md	84	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/08_conclusions.md	84	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	20	supsub	³	$^{3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	28	supsub	⁻²·⁷	$^{-2.7}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	28	supsub	⁻³·¹	$^{-3.1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	69	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	73	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	93	supsub	³	$^{3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	103	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	103	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	103	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	238	supsub	⁴	$^{4}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	248	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	275	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	281	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	318	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	321	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	412	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/09_figures_tables.md	436	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	21	supsub-greek	β¹	$\beta^{1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	23	supsub	³	$^{3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	103	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	103	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	104	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	104	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	105	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	105	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	106	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	106	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	107	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	108	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	108	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	117	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	126	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/98_vocabulary.md	126	supsub	²	$^{2}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/99_final_summary.md	11	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/99_final_summary.md	48	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/99_final_summary.md	62	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/99_final_summary.md	81	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0004_blasi-2013/literature_analysis/99_final_summary.md	88	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/01_introduction.md	31	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/01_introduction.md	46	supsub	²	$^{2}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/01_introduction.md	66	supsub	⁻²·⁷	$^{-2.7}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/01_introduction.md	88	supsub	³	$^{3}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/01_introduction.md	97	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/02_snr_paradigm.md	25	supsub	²	$^{2}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/02_snr_paradigm.md	27	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/02_snr_paradigm.md	57	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/02_snr_paradigm.md	57	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/02_snr_paradigm.md	57	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/02_snr_paradigm.md	71	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/03_test_particle_dsa.md	84	supsub	²	$^{2}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/03_test_particle_dsa.md	84	supsub	²	$^{2}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/03_test_particle_dsa.md	109	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/03_test_particle_dsa.md	109	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/03_test_particle_dsa.md	110	supsub	²	$^{2}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/04_nl_dsa.md	15	supsub	²	$^{2}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/04_nl_dsa.md	68	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/04_nl_dsa.md	69	supsub	⁻⁴	$^{-4}$
02_cosmic-ray-origins/0005_amato-2014/literature_analysis/04_nl_dsa.md	71	supsub	⁴	$^{4}$
