文件	行号	形态	原片段	修复后
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/00_overview.md	49	supsub	¹	$^{1}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/00_overview.md	49	supsub	²	$^{2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/00_overview.md	49	supsub	³	$^{3}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/00_overview.md	51	supsub	¹	$^{1}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/00_overview.md	51	supsub	²	$^{2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/00_overview.md	51	supsub	³	$^{3}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/01_theoretical_background.md	86	supsub	⁻²	$^{-2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/01_theoretical_background.md	227	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/01_theoretical_background.md	227	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/01_theoretical_background.md	229	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/01_theoretical_background.md	229	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/01_theoretical_background.md	238	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/01_theoretical_background.md	266	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/01_theoretical_background.md	326	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/01_theoretical_background.md	372	supsub	⁻²	$^{-2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/01_theoretical_background.md	392	supsub	⁻²	$^{-2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/01_theoretical_background.md	465	supsub	⁽	$^{(}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/01_theoretical_background.md	465	supsub	⁾	$^{)}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/02_confrontation_with_data.md	41	supsub	⁻²	$^{-2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/02_confrontation_with_data.md	132	supsub	²	$^{2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/02_confrontation_with_data.md	136	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/02_confrontation_with_data.md	137	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/02_confrontation_with_data.md	153	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/02_confrontation_with_data.md	193	supsub	⁴⁶	$^{46}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/02_confrontation_with_data.md	193	supsub	⁴⁷	$^{47}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/03_figures.md	20	supsub	⁻²	$^{-2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/03_figures.md	20	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/03_figures.md	20	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/03_figures.md	20	supsub	¹·⁵	$^{1.5}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/03_figures.md	123	supsub	⁺	$^{+}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/03_figures.md	123	supsub	⁺	$^{+}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/03_figures.md	123	supsub	⁻	$^{-}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/03_figures.md	199	supsub	²	$^{2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/03_figures.md	306	supsub	⁻²	$^{-2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/03_figures.md	306	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/03_figures.md	306	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/98_vocabulary.md	68	supsub	²	$^{2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/98_vocabulary.md	80	supsub	⁻²	$^{-2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/98_vocabulary.md	84	supsub	⁻²	$^{-2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/98_vocabulary.md	111	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/99_final_summary.md	45	supsub	²	$^{2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/99_final_summary.md	49	supsub	⁻²	$^{-2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/99_final_summary.md	51	supsub	⁻	$^{-}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/99_final_summary.md	59	supsub	²	$^{2}$
01_cosmic-ray-propagation/0001_strong-moskalenko-ptuskin-2007/literature_analysis/99_final_summary.md	101	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/01_introduction.md	34	supsub	⁺	$^{+}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/01_introduction.md	34	supsub	⁻	$^{-}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/01_introduction.md	87	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/01_introduction.md	94	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/01_introduction.md	96	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/02_standard_predictions.md	31	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/02_standard_predictions.md	103	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/04_self_generated_transport.md	112	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/04_self_generated_transport.md	126	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/04_self_generated_transport.md	139	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/04_self_generated_transport.md	147	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	15	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	34	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	34	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	35	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	35	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	35	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	36	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	36	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	36	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	37	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	59	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	71	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	81	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	83	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	90	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	91	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/05_near_source_confinement.md	110	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/07_secondary_particles_anomalies.md	33	supsub	³	$^{3}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/08_summary.md	21	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/97_quality_check.md	62	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/97_quality_check.md	67	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/97_quality_check.md	68	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/99_final_summary.md	26	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/99_final_summary.md	48	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/99_final_summary.md	73	supsub	³	$^{3}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/99_final_summary.md	75	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/99_final_summary.md	76	supsub	²	$^{2}$
01_cosmic-ray-propagation/0002_amato-blasi-2018/literature_analysis/99_final_summary.md	83	supsub	⁻³	$^{-3}$
01_cosmic-ray-propagation/0004_mewaldt-2001-clocks/literature_analysis/02_acceleration_delay_clocks.md	30	supsub	⁵	$^{5}$
01_cosmic-ray-propagation/0004_mewaldt-2001-clocks/literature_analysis/97_quality_check.md	23	supsub	²	$^{2}$
01_cosmic-ray-propagation/0004_mewaldt-2001-clocks/literature_analysis/98_vocabulary.md	46	supsub	²	$^{2}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/02_generalities.md	51	supsub	²	$^{2}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/02_generalities.md	74	supsub	³	$^{3}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/02_generalities.md	147	supsub	²	$^{2}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/02_generalities.md	154	supsub	³	$^{3}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/02_generalities.md	163	supsub	²	$^{2}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/02_generalities.md	164	supsub	⁺	$^{+}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/02_generalities.md	164	supsub	²	$^{2}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/03_statistical_method.md	42	supsub	²	$^{2}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/04_new_min_med_max.md	75	supsub	⁻²	$^{-2}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/04_new_min_med_max.md	75	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/04_new_min_med_max.md	75	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/04_new_min_med_max.md	75	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/04_new_min_med_max.md	76	supsub	⁻²	$^{-2}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/04_new_min_med_max.md	76	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/04_new_min_med_max.md	76	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/04_new_min_med_max.md	76	supsub	⁻¹	$^{-1}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/97_quality_check.md	49	supsub	²	$^{2}$
01_cosmic-ray-propagation/0005_genolini-2021/literature_analysis/99_final_summary.md	75	supsub	²	$^{2}$
01_cosmic-ray-propagation/0006_ruszkowski-pfrommer-2023/literature_analysis/03_astrophysical_systems.md	251	supsub	²	$^{2}$
01_cosmic-ray-propagation/0006_ruszkowski-pfrommer-2023/literature_analysis/03_astrophysical_systems.md	252	supsub	²	$^{2}$
01_cosmic-ray-propagation/0006_ruszkowski-pfrommer-2023/literature_analysis/04_observational_signatures.md	92	supsub	₃⁺	$_{3}^{+}$
01_cosmic-ray-propagation/0006_ruszkowski-pfrommer-2023/literature_analysis/04_observational_signatures.md	301	supsub	₀	$_{0}$
01_cosmic-ray-propagation/0006_ruszkowski-pfrommer-2023/literature_analysis/04_observational_signatures.md	301	supsub	₀	$_{0}$
01_cosmic-ray-propagation/0006_ruszkowski-pfrommer-2023/literature_analysis/05_open_questions_and_future_directions.md	180	supsub	₂	$_{2}$
01_cosmic-ray-propagation/0006_ruszkowski-pfrommer-2023/literature_analysis/05_open_questions_and_future_directions.md	308	supsub	₂	$_{2}$
01_cosmic-ray-propagation/0006_ruszkowski-pfrommer-2023/literature_analysis/05_open_questions_and_future_directions.md	309	supsub	₂	$_{2}$
01_cosmic-ray-propagation/0006_ruszkowski-pfrommer-2023/literature_analysis/05_open_questions_and_future_directions.md	348	supsub	₂	$_{2}$
01_cosmic-ray-propagation/0006_ruszkowski-pfrommer-2023/literature_analysis/98_vocabulary.md	57	supsub-greek	π⁰	$\pi^{0}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/00_overview.md	173	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/00_overview.md	173	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/02_observed_cosmic_rays.md	24	supsub	⁻²·⁷	$^{-2.7}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/02_observed_cosmic_rays.md	37	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/02_observed_cosmic_rays.md	60	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/02_observed_cosmic_rays.md	75	supsub	⁻²·⁷	$^{-2.7}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/02_observed_cosmic_rays.md	166	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/02_observed_cosmic_rays.md	168	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/02_observed_cosmic_rays.md	177	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/02_observed_cosmic_rays.md	183	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/02_observed_cosmic_rays.md	187	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/02_observed_cosmic_rays.md	207	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/02_observed_cosmic_rays.md	208	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_bulk_origin_general.md	30	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_bulk_origin_general.md	38	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_bulk_origin_general.md	45	supsub	⁻³	$^{-3}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_bulk_origin_general.md	47	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_bulk_origin_general.md	55	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_bulk_origin_general.md	55	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_bulk_origin_general.md	94	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_bulk_origin_general.md	121	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_bulk_origin_general.md	126	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_bulk_origin_general.md	127	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	19	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	20	supsub	⁻²·⁷	$^{-2.7}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	25	supsub	⁻²·⁷	$^{-2.7}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	25	supsub	⁻³·⁰	$^{-3.0}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	25	supsub	⁻²·⁷	$^{-2.7}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	110	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	110	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	110	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	110	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	132	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	133	supsub	⁰	$^{0}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	133	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	136	supsub	⁰	$^{0}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	136	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	136	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	136	supsub	⁰·⁴	$^{0.4}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	139	supsub	⁰	$^{0}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	139	supsub	⁰	$^{0}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	174	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	189	supsub	⁻²	$^{-2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	189	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	189	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	189	supsub	³	$^{3}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	243	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/03_figures.md	282	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	16	supsub	⁻¹·⁵	$^{-1.5}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	24	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	24	supsub	₋₁⁺¹	$_{-1}^{+1}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	27	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	28	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	28	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	33	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	33	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	57	supsub	₀	$_{0}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	57	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	79	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	91	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	91	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	93	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	97	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	101	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	127	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	127	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	128	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	132	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	132	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	137	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	137	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	137	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	142	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	142	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	145	supsub	⁻¹·⁵	$^{-1.5}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	157	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	157	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	163	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	163	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	163	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	163	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	165	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	165	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	169	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	169	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	171	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	172	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	172	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	180	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	180	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	184	supsub	⁺	$^{+}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	184	supsub	⁻	$^{-}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/04_propagation_gzk.md	196	supsub	⁻¹	$^{-1}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/05_neutrinos_exotic_particles.md	14	supsub	⁰	$^{0}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/05_neutrinos_exotic_particles.md	17	supsub	⁰	$^{0}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/05_neutrinos_exotic_particles.md	26	supsub	²	$^{2}$
02_cosmic-ray-origins/0001_bhattacharjee-sigl-2000/literature_analysis/05_neutrinos_exotic_particles.md	33	supsub	⁰	$^{0}$
